Customer ID,recency,frequency,monetary,avg_order_value,is_high_value,churned,rolling_7d,rolling_30d,total_days,unique_months,unique_products,avg_basket_size,purchase_rate,days_as_customer,cluster,segment
12366,264,1,500.24,500.24,0,1,500.24,500.24,0,1,3,98.66666666666669,1.0,264,4,At Risk
12368,259,1,917.7,917.7,0,1,917.7,917.7,0,1,18,18.33333333333333,1.0,259,4,At Risk
12369,44,3,1791.15,597.0500000000001,1,1,597.05,597.05,228,3,90,13.344086021505376,0.0131004366812227,273,3,New Customers
12370,255,3,774.62,258.20666666666665,0,0,387.31,387.31,44,2,33,7.2,0.0666666666666666,300,4,At Risk
12371,40,3,2179.42,726.4733333333334,1,0,1089.71,1089.71,235,2,91,8.125,0.0127118644067796,276,3,New Customers
12373,255,2,763.0500000000001,381.525,0,0,381.525,381.525,49,2,31,8.621621621621621,0.04,304,4,At Risk
12374,52,3,2246.29,748.7633333333333,1,0,1123.145,1123.145,166,2,47,20.4,0.0179640718562874,219,3,New Customers
12376,20,2,503.15,251.575,0,1,251.575,251.575,28,2,11,18.46153846153846,0.0689655172413793,49,3,New Customers
12377,12,2,1798.2,899.1,1,0,899.1,899.1,208,2,75,15.48,0.0095693779904306,220,3,New Customers
12378,193,1,1407.7,1407.7,0,0,1407.7,1407.7,0,1,82,9.597560975609756,1.0,193,4,At Risk
12379,53,2,767.98,383.99,0,0,383.99,383.99,112,2,37,9.951219512195122,0.0176991150442477,165,3,New Customers
12380,96,7,6951.49,993.07,1,0,1737.8725,1737.8725,197,4,119,12.878612716763003,0.0353535353535353,293,3,New Customers
12385,10,1,1938.4,1938.4,1,1,1938.4,1938.4,0,1,65,9.415384615384616,1.0,10,3,New Customers
12387,46,1,143.94,143.94,0,1,143.94,143.94,0,1,9,14.88888888888889,1.0,46,3,New Customers
12388,76,2,1120.45,560.225,0,0,560.225,560.225,136,2,36,11.717391304347826,0.0145985401459854,213,3,New Customers
12389,33,3,1433.33,477.7766666666666,0,1,477.7766666666666,477.7766666666666,253,3,41,12.53061224489796,0.0118110236220472,287,3,New Customers
12391,95,5,2312.53,462.506,1,0,578.1325,578.1325,198,3,159,5.082872928176796,0.0251256281407035,294,3,New Customers
12392,222,1,234.75000000000003,234.75000000000003,0,1,234.75000000000003,234.75000000000003,0,1,7,10.428571428571429,1.0,222,4,At Risk
12393,13,2,816.85,408.425,0,0,408.425,408.425,46,2,38,11.511627906976743,0.0425531914893617,59,3,New Customers
12395,2,4,2394.74,598.685,1,0,598.6850000000001,598.6850000000001,231,4,83,19.48181818181818,0.0172413793103448,234,3,New Customers
12396,305,1,931.43,931.43,0,1,931.43,931.43,0,1,65,9.092307692307692,1.0,305,4,At Risk
12399,17,3,853.65,284.55,0,0,284.55,284.55,259,3,40,20.0,0.0115384615384615,276,3,New Customers
12400,45,1,205.25,205.25,0,1,205.25,205.25,0,1,11,8.272727272727273,1.0,45,3,New Customers
12402,24,5,1031.3,206.26,0,0,206.26,206.26,277,5,40,8.305084745762711,0.0179856115107913,301,3,New Customers
12403,152,1,591.6600000000001,591.6600000000001,0,0,591.6600000000001,591.6600000000001,0,1,4,41.0,1.0,152,4,At Risk
12404,313,1,63.24,63.24,0,1,63.24,63.24,0,1,1,1.0,1.0,313,4,At Risk
12406,30,3,2975.06,991.6866666666666,1,0,991.6866666666668,991.6866666666668,297,3,44,26.19672131147541,0.0100671140939597,328,3,New Customers
12408,16,3,1452.22,484.0733333333333,0,0,484.07333333333344,484.07333333333344,112,3,41,15.185185185185183,0.0265486725663716,129,3,New Customers
12409,51,4,12346.62,3086.655,1,0,3086.655,3086.655,144,4,125,48.980645161290326,0.0275862068965517,196,3,New Customers
12410,133,1,320.38,320.38,0,0,320.38,320.38,0,1,14,9.285714285714286,1.0,133,3,New Customers
12411,41,1,346.9,346.9,0,1,346.9,346.9,0,1,22,6.2727272727272725,1.0,41,3,New Customers
12412,33,3,1370.05,456.6833333333333,0,0,456.6833333333333,456.6833333333333,137,3,50,17.696969696969695,0.0217391304347826,170,3,New Customers
12413,33,1,241.35,241.35,0,0,241.35,241.35,0,1,13,2.5384615384615383,1.0,33,3,New Customers
12414,94,3,390.0,130.0,0,0,390.0,390.0,0,1,9,19.5,3.0,94,3,New Customers
12415,6,7,19543.84,2791.977142857143,1,0,2791.977142857143,2791.977142857143,152,4,169,66.38207547169812,0.0457516339869281,159,1,Loyal
12416,287,1,202.56,202.56,0,1,202.56,202.56,0,1,11,12.0,1.0,287,4,At Risk
12417,41,11,3167.81,287.9827272727273,1,0,278.2314285714286,287.9827272727273,323,8,144,7.51685393258427,0.0339506172839506,364,1,Loyal
12418,44,3,1352.62,450.8733333333333,0,0,450.8733333333334,450.8733333333334,216,3,61,10.014705882352942,0.0138248847926267,261,3,New Customers
12419,17,2,503.01,251.505,0,1,251.505,251.505,27,2,23,9.24,0.0714285714285714,44,3,New Customers
12421,46,2,291.56,145.78,0,0,145.78,145.78,90,2,18,8.4,0.0219780219780219,136,3,New Customers
12422,25,14,4428.24,316.30285714285714,1,0,319.4771428571429,402.5672727272727,327,8,109,16.736842105263158,0.0426829268292682,352,1,Loyal
12423,18,2,763.08,381.54,0,0,381.54,381.54,78,2,38,11.35,0.0253164556962025,97,3,New Customers
12424,53,2,1579.07,789.535,0,0,789.535,789.535,125,2,59,20.725806451612904,0.0158730158730158,179,3,New Customers
12425,79,1,964.21,964.21,0,0,964.21,964.21,0,1,55,11.836363636363636,1.0,79,3,New Customers
12426,294,1,762.48,762.48,0,0,762.48,762.48,0,1,47,6.9361702127659575,1.0,294,4,At Risk
12427,2,1,607.0,607.0,0,0,607.0,607.0,0,1,10,7.9,1.0,2,3,New Customers
12429,72,4,2454.01,613.5025,1,0,1227.005,1227.005,105,2,56,23.803571428571427,0.0377358490566037,177,3,New Customers
12431,5,13,4728.77,363.7515384615385,1,0,394.43,429.88818181818186,320,9,131,10.423913043478262,0.0404984423676012,325,1,Loyal
12433,4,4,7256.55,1814.1375,1,0,1814.1375,1814.1375,103,4,161,21.63859649122807,0.0384615384615384,108,3,New Customers
12434,12,1,297.29,297.29,0,0,297.29,297.29,0,1,20,6.9,1.0,12,3,New Customers
12435,28,4,6096.04,1524.01,1,0,1524.0100000000002,1524.0100000000002,340,4,68,38.19736842105263,0.0117302052785923,368,3,New Customers
12437,26,21,7731.99,368.19,1,0,292.90714285714284,406.9468421052632,341,10,216,13.95054945054945,0.0614035087719298,368,1,Loyal
12439,313,2,1158.18,579.09,0,1,579.09,579.09,43,2,69,6.722222222222222,0.0454545454545454,357,4,At Risk
12440,93,2,859.2,429.6,0,1,429.6,429.6,255,2,21,10.34375,0.0078125,348,3,New Customers
12443,363,1,485.31,485.31,0,1,485.31,485.31,0,1,21,8.666666666666666,1.0,363,4,At Risk
12445,51,1,301.58000000000004,301.58000000000004,0,0,301.58000000000004,301.58000000000004,0,1,20,7.2,1.0,51,3,New Customers
12449,41,2,768.6,384.3,0,0,384.3,384.3,28,2,10,72.9,0.0689655172413793,70,3,New Customers
12450,30,3,490.32,163.44,0,0,163.44000000000003,163.44000000000003,75,3,25,10.827586206896552,0.0394736842105263,105,3,New Customers
12451,94,3,3634.36,1211.4533333333334,1,0,1817.18,1817.18,66,2,147,17.73248407643312,0.044776119402985,160,3,New Customers
12454,27,4,13151.44,3287.86,1,0,3287.86,3287.86,25,2,9,267.88,0.1538461538461538,52,3,New Customers
12455,76,4,3413.09,853.2725,1,0,853.2725,853.2725,276,4,121,8.854014598540147,0.0144404332129963,352,3,New Customers
12457,66,1,632.6800000000001,632.6800000000001,0,0,632.6800000000001,632.6800000000001,0,1,22,11.409090909090908,1.0,66,3,New Customers
12458,58,2,830.09,415.045,0,0,415.045,415.045,60,2,44,10.434782608695652,0.0327868852459016,118,3,New Customers
12459,236,1,454.36,454.36,0,1,454.36,454.36,0,1,23,11.217391304347826,1.0,236,4,At Risk
12460,87,1,326.65,326.65,0,1,326.65,326.65,0,1,18,9.444444444444445,1.0,87,3,New Customers
12466,313,1,56.73,56.73,0,1,56.73,56.73,0,1,1,1.0,1.0,313,4,At Risk
12467,54,1,132.8,132.8,0,1,132.8,132.8,0,1,9,14.333333333333334,1.0,54,3,New Customers
12468,157,3,2941.2,980.4,1,0,980.4,980.4,156,3,102,16.383928571428573,0.019108280254777,314,4,At Risk
12469,153,2,3070.54,1535.27,1,1,1535.27,1535.27,14,2,76,33.578947368421055,0.1333333333333333,167,4,At Risk
12470,320,1,211.95,211.95,0,1,211.95,211.95,0,1,23,4.130434782608695,1.0,320,4,At Risk
12471,5,49,20139.74,411.0151020408164,1,0,1096.0614285714285,719.2764285714285,358,11,159,12.806499261447565,0.1364902506963788,363,0,Champions
12472,27,12,9677.18,806.4316666666667,1,0,949.6785714285714,806.4316666666667,329,9,280,12.410358565737052,0.0363636363636363,356,1,Loyal
12474,9,13,5048.66,388.3584615384616,1,0,515.4957142857143,420.7216666666666,288,8,197,10.863636363636363,0.0449826989619377,298,1,Loyal
12475,41,1,426.26,426.26,0,0,426.26,426.26,0,1,25,9.44,1.0,41,3,New Customers
12476,28,12,7298.99,608.2491666666666,1,0,866.75,912.37375,105,4,225,11.43816254416961,0.1132075471698113,133,1,Loyal
12477,31,3,7056.63,2352.21,1,0,2352.21,2352.21,223,3,209,9.340909090909092,0.0133928571428571,254,3,New Customers
12480,30,3,2183.2200000000003,727.7400000000001,1,0,727.7400000000001,727.7400000000001,108,3,79,14.147727272727272,0.0275229357798165,138,3,New Customers
12481,7,5,6605.6900000000005,1321.138,1,0,1321.138,1321.138,231,4,133,23.5609756097561,0.021551724137931,238,3,New Customers
12482,207,29,23691.4,816.944827586207,1,1,3948.566666666667,3948.566666666667,77,3,42,132.55882352941177,0.3717948717948718,284,1,Loyal
12483,9,11,2635.6,239.6,1,0,259.5,263.56000000000006,298,7,35,16.59375,0.0367892976588628,308,1,Loyal
12484,114,6,1828.43,304.73833333333334,1,0,304.73833333333334,304.73833333333334,197,4,110,8.372093023255815,0.0303030303030303,312,3,New Customers
12485,160,1,708.1,708.1,0,1,708.1,708.1,0,1,34,12.176470588235292,1.0,160,4,At Risk
12486,62,1,1037.28,1037.28,0,1,1037.28,1037.28,0,1,49,10.673469387755102,1.0,62,3,New Customers
12487,361,1,285.3,285.3,0,1,285.3,285.3,0,1,2,87.0,1.0,361,4,At Risk
12490,9,11,4405.71,400.5190909090909,1,0,413.75,400.5190909090909,360,9,117,13.096774193548388,0.0304709141274238,369,1,Loyal
12492,34,1,452.0,452.0,0,0,452.0,452.0,0,1,22,11.454545454545457,1.0,34,3,New Customers
12494,42,2,569.17,284.585,0,0,284.58500000000004,284.58500000000004,164,2,28,8.774193548387096,0.0121212121212121,207,3,New Customers
12495,271,1,357.4,357.4,0,1,357.4,357.4,0,1,17,7.647058823529412,1.0,271,4,At Risk
12496,251,2,54.09,27.045,0,1,54.09,54.09,0,1,10,2.5384615384615383,2.0,251,4,At Risk
12497,31,2,5205.400000000001,2602.7000000000003,1,0,2602.7000000000003,2602.7000000000003,244,2,30,103.46511627906976,0.0081632653061224,276,3,New Customers
12499,191,1,393.72,393.72,0,1,393.72,393.72,0,1,27,11.185185185185183,1.0,191,4,At Risk
12500,66,8,1697.39,212.17375,0,0,242.48428571428573,242.48428571428573,238,5,61,8.223529411764705,0.0334728033472803,304,3,New Customers
12503,215,1,1126.0,1126.0,0,1,1126.0,1126.0,0,1,2,280.5,1.0,215,4,At Risk
12504,48,2,297.0,148.5,0,0,148.5,148.5,179,2,8,33.45454545454545,0.0111111111111111,227,3,New Customers
12505,40,1,955.2,955.2,0,1,955.2,955.2,0,1,42,7.714285714285714,1.0,40,3,New Customers
12507,216,1,539.25,539.25,0,0,539.25,539.25,0,1,28,12.928571428571429,1.0,216,4,At Risk
12510,90,7,4195.45,599.35,1,0,699.2416666666668,699.2416666666668,276,5,85,15.142857142857142,0.0252707581227436,366,3,New Customers
12511,59,1,3084.02,3084.02,1,1,3084.02,3084.02,0,1,190,9.226315789473684,1.0,59,3,New Customers
12514,272,1,580.08,580.08,0,0,580.08,580.08,0,1,33,12.12121212121212,1.0,272,4,At Risk
12516,62,2,1336.56,668.28,0,0,668.28,668.28,168,2,38,22.4375,0.0118343195266272,230,3,New Customers
12519,108,1,385.7000000000001,385.7000000000001,0,0,385.7000000000001,385.7000000000001,0,1,22,9.636363636363637,1.0,108,3,New Customers
12523,5,12,2582.38,215.19833333333332,1,0,171.87285714285716,215.19833333333332,357,9,105,9.791666666666666,0.0335195530726257,363,1,Loyal
12524,20,9,6640.39,737.8211111111111,1,0,868.7842857142858,830.04875,280,6,65,36.239583333333336,0.0320284697508896,300,1,Loyal
12525,129,3,973.73,324.57666666666665,0,1,324.57666666666665,324.57666666666665,149,3,56,8.483333333333333,0.02,278,3,New Customers
12527,125,2,386.8,193.4,0,0,193.4,193.4,34,2,13,20.857142857142858,0.0571428571428571,160,3,New Customers
12529,159,1,316.48,316.48,0,1,316.48,316.48,0,1,21,9.142857142857142,1.0,159,4,At Risk
12530,46,5,2096.98,419.396,1,0,419.396,419.396,227,5,66,19.565217391304348,0.0219298245614035,273,3,New Customers
12531,317,1,1807.98,1807.98,1,0,1807.98,1807.98,0,1,110,9.763636363636364,1.0,317,4,At Risk
12533,258,2,1367.89,683.945,0,1,683.945,683.945,110,2,63,9.77777777777778,0.018018018018018,369,4,At Risk
12537,40,1,732.94,732.94,0,1,732.94,732.94,0,1,43,10.44186046511628,1.0,40,3,New Customers
12538,9,1,276.5,276.5,0,0,276.5,276.5,0,1,13,11.153846153846152,1.0,9,3,New Customers
12539,82,3,5646.400000000001,1882.1333333333332,1,0,2823.2000000000003,2823.2000000000003,265,2,127,10.683982683982684,0.0112781954887218,347,3,New Customers
12540,9,16,8854.25,553.390625,1,0,787.6585714285713,632.4464285714286,353,11,171,14.791808873720136,0.0451977401129943,363,1,Loyal
12542,115,2,481.88,240.94,0,1,240.94,240.94,156,2,39,13.384615384615383,0.0127388535031847,271,3,New Customers
12543,79,1,980.25,980.25,0,1,980.25,980.25,0,1,43,16.0,1.0,79,3,New Customers
12547,131,1,175.78,175.78,0,0,175.78,175.78,0,1,13,13.461538461538462,1.0,131,3,New Customers
12549,206,6,1575.68,262.61333333333334,0,1,315.136,315.136,121,2,38,27.877551020408163,0.0491803278688524,328,4,At Risk
12553,16,2,916.47,458.235,0,0,458.235,458.235,37,2,39,7.659574468085107,0.0526315789473684,54,3,New Customers
12554,79,1,468.5,468.5,0,1,468.5,468.5,0,1,26,9.23076923076923,1.0,79,3,New Customers
12555,313,1,129.23,129.23,0,1,129.23,129.23,0,1,1,1.0,1.0,313,4,At Risk
12557,2,4,7345.18,1836.295,1,0,1836.295,1836.295,351,3,15,93.26666666666668,0.0113636363636363,353,3,New Customers
12562,17,2,1185.18,592.59,0,0,592.59,592.59,49,2,33,14.051282051282053,0.04,66,3,New Customers
12563,40,1,249.24,249.24,0,1,249.24,249.24,0,1,13,8.692307692307692,1.0,40,3,New Customers
12567,19,5,2366.2,473.24,1,0,473.24,473.24,278,5,86,9.11818181818182,0.017921146953405,297,3,New Customers
12568,276,1,70.0,70.0,0,1,70.0,70.0,0,1,5,9.6,1.0,276,4,At Risk
12570,313,1,77.52,77.52,0,1,77.52,77.52,0,1,1,1.0,1.0,313,4,At Risk
12573,12,4,556.87,139.2175,0,0,139.2175,139.2175,83,3,83,4.34065934065934,0.0476190476190476,96,3,New Customers
12575,88,2,622.82,311.41,0,1,311.41,311.41,69,2,34,8.289473684210526,0.0285714285714285,158,3,New Customers
12576,23,3,826.89,275.63,0,0,275.63,275.63,133,3,51,9.75925925925926,0.0223880597014925,157,3,New Customers
12577,12,5,995.95,199.19,0,0,331.9833333333333,331.9833333333333,354,3,144,4.67741935483871,0.0140845070422535,367,3,New Customers
12578,16,2,1847.94,923.97,1,0,923.97,923.97,58,2,53,20.41379310344828,0.0338983050847457,74,3,New Customers
12580,207,1,637.2,637.2,0,0,637.2,637.2,0,1,34,9.735294117647058,1.0,207,4,At Risk
12582,53,2,1469.04,734.52,0,0,734.52,734.52,155,2,79,8.45679012345679,0.0128205128205128,209,3,New Customers
12583,5,13,8021.92,617.0707692307692,1,0,683.7814285714286,617.0707692307692,359,10,87,18.297071129707117,0.0361111111111111,364,1,Loyal
12586,5,3,1865.73,621.91,1,0,621.91,621.91,348,3,76,7.325301204819277,0.0085959885386819,354,3,New Customers
12588,30,3,743.88,247.96,0,0,371.94,371.94,198,2,27,10.694444444444445,0.0150753768844221,228,3,New Customers
12589,52,6,4048.98,674.83,1,0,1349.66,1349.66,267,3,100,10.055172413793104,0.0223880597014925,320,3,New Customers
12591,21,2,899.3,449.65,0,0,449.65,449.65,18,2,38,10.44186046511628,0.1052631578947368,39,3,New Customers
12592,150,3,2145.06,715.02,1,0,2145.06,2145.06,0,1,32,25.15873015873016,3.0,150,4,At Risk
12594,9,5,1751.89,350.37800000000004,1,0,350.37800000000004,350.37800000000004,267,5,60,12.234567901234568,0.0186567164179104,277,3,New Customers
12595,136,1,299.02,299.02,0,1,299.02,299.02,0,1,19,14.263157894736842,1.0,136,3,New Customers
12598,94,3,1511.01,503.67,0,0,503.67,503.67,185,2,69,12.72972972972973,0.0161290322580645,280,3,New Customers
12599,12,6,1264.14,210.69000000000003,0,0,210.69000000000003,210.69000000000003,196,5,37,17.366197183098592,0.0304568527918781,208,3,New Customers
12600,2,12,2521.38,210.115,1,0,198.33,210.115,360,8,32,9.585714285714284,0.0332409972299169,363,1,Loyal
12601,35,1,104.2,104.2,0,0,104.2,104.2,0,1,6,7.5,1.0,35,3,New Customers
12605,7,4,1232.95,308.2375,0,1,308.2375,308.2375,81,3,63,12.223684210526317,0.048780487804878,89,3,New Customers
12606,313,1,21.0,21.0,0,1,21.0,21.0,0,1,1,1.0,1.0,313,4,At Risk
12608,35,1,415.79,415.79,0,1,415.79,415.79,0,1,16,20.1875,1.0,35,3,New Customers
12609,5,6,2309.01,384.835,1,0,384.835,384.835,345,6,84,7.869565217391305,0.0173410404624277,350,3,New Customers
12613,19,5,3490.69,698.138,1,0,698.138,698.138,337,5,132,14.477011494252874,0.014792899408284,356,3,New Customers
12615,45,4,3449.79,862.4475,1,0,1149.93,1149.93,217,3,147,11.763636363636364,0.018348623853211,262,3,New Customers
12616,19,1,417.8,417.8,0,0,417.8,417.8,0,1,22,9.727272727272728,1.0,19,3,New Customers
12619,191,1,140.14,140.14,0,0,140.14,140.14,0,1,10,14.0,1.0,191,4,At Risk
12621,7,15,10621.53,708.1020000000001,1,0,799.7642857142857,708.1020000000001,291,9,156,21.68166089965398,0.0513698630136986,299,1,Loyal
12623,48,6,3442.74,573.7900000000001,1,0,573.7900000000001,573.7900000000001,279,6,109,11.483870967741936,0.0214285714285714,327,3,New Customers
12625,140,2,2481.06,1240.53,1,0,1240.5300000000002,1240.5300000000002,87,2,85,17.49484536082474,0.0227272727272727,227,3,New Customers
12629,17,2,1558.22,779.11,0,1,779.11,779.11,37,2,40,16.044444444444444,0.0526315789473684,54,3,New Customers
12631,87,5,2841.07,568.214,1,0,710.2675,710.2675,237,4,105,9.019736842105264,0.0210084033613445,324,3,New Customers
12632,152,2,804.88,402.44,0,1,402.44,402.44,44,2,32,19.82857142857143,0.0444444444444444,196,4,At Risk
12633,13,3,3514.18,1171.3933333333332,1,0,1171.3933333333332,1171.3933333333332,143,3,182,10.126829268292685,0.0208333333333333,156,3,New Customers
12634,167,2,490.0,245.0,0,1,245.0,245.0,12,1,20,16.85,0.1538461538461538,179,4,At Risk
12635,23,2,1241.23,620.615,0,0,620.615,620.615,64,2,77,9.961538461538462,0.0307692307692307,87,3,New Customers
12636,370,1,141.0,141.0,0,1,141.0,141.0,0,1,1,1.0,1.0,370,4,At Risk
12637,9,4,2318.41,579.6025,1,0,579.6025,579.6025,165,3,162,5.2326530612244895,0.0240963855421686,174,3,New Customers
12638,270,1,249.8,249.8,0,0,249.8,249.8,0,1,9,9.555555555555555,1.0,270,4,At Risk
12639,65,2,826.27,413.135,0,0,413.1350000000001,413.1350000000001,193,2,39,10.238095238095235,0.0103092783505154,259,3,New Customers
12643,16,6,5005.78,834.2966666666666,1,0,834.2966666666667,834.2966666666667,225,6,14,106.32142857142856,0.0265486725663716,242,3,New Customers
12644,61,3,1440.58,480.1933333333333,0,0,480.1933333333333,480.1933333333333,263,3,76,8.8375,0.0113636363636363,325,3,New Customers
12645,40,4,1764.12,441.03,1,0,441.03,441.03,259,4,72,11.96551724137931,0.0153846153846153,299,3,New Customers
12647,17,24,13232.73,551.36375,1,0,584.6171428571429,630.13,309,11,212,13.203045685279188,0.0774193548387096,326,1,Loyal
12648,68,3,793.95,264.65000000000003,0,0,264.65000000000003,264.65000000000003,263,3,32,8.136363636363637,0.0113636363636363,332,3,New Customers
12649,13,5,1671.14,334.228,0,0,334.228,334.228,313,4,75,15.781609195402298,0.0159235668789808,327,3,New Customers
12651,9,3,263.75,87.91666666666667,0,0,87.91666666666667,87.91666666666667,86,3,21,8.904761904761905,0.0344827586206896,96,3,New Customers
12652,65,1,97.05,97.05,0,0,97.05,97.05,0,1,3,10.333333333333334,1.0,65,3,New Customers
12653,158,1,1950.98,1950.98,1,0,1950.98,1950.98,0,1,43,17.72093023255814,1.0,158,4,At Risk
12655,55,1,261.35,261.35,0,1,261.35,261.35,0,1,16,5.0,1.0,55,3,New Customers
12656,56,3,2356.66,785.5533333333333,1,0,785.5533333333333,785.5533333333333,137,3,108,9.396694214876034,0.0217391304347826,194,3,New Customers
12661,67,1,162.0,162.0,0,1,162.0,162.0,0,1,11,19.63636363636364,1.0,67,3,New Customers
12662,4,10,3399.7200000000003,339.97200000000004,1,0,350.01571428571424,339.97200000000004,244,8,94,8.795811518324607,0.0408163265306122,249,1,Loyal
12663,256,2,239.4,119.7,0,1,119.7,119.7,43,2,9,18.1,0.0454545454545454,299,4,At Risk
12664,145,2,1188.16,594.08,0,0,594.08,594.08,212,2,4,36.5,0.0093896713615023,357,4,At Risk
12665,48,2,250.6,125.3,0,0,125.3,125.3,251,2,13,9.142857142857142,0.0079365079365079,300,3,New Customers
12666,25,1,1248.42,1248.42,0,1,1248.42,1248.42,0,1,31,11.935483870967742,1.0,25,3,New Customers
12668,9,6,7637.53,1272.9216666666666,1,0,1272.9216666666666,1272.9216666666666,298,5,233,9.105820105820106,0.020066889632107,308,3,New Customers
12670,17,2,764.24,382.12,0,0,382.12,382.12,280,2,21,10.0,0.0071174377224199,298,3,New Customers
12671,237,1,2622.481,2622.481,1,1,2622.481,2622.481,0,1,45,32.44444444444444,1.0,237,4,At Risk
12672,227,1,211.15,211.15,0,0,211.15,211.15,0,1,12,5.0,1.0,227,4,At Risk
12673,32,1,619.5,619.5,0,0,619.5,619.5,0,1,32,10.90625,1.0,32,3,New Customers
12675,185,2,958.5,479.25,0,1,479.25,479.25,24,2,111,2.982300884955752,0.08,209,4,At Risk
12676,40,5,1511.7,302.34000000000003,0,0,503.8999999999999,503.8999999999999,74,2,47,19.306451612903224,0.0666666666666666,114,3,New Customers
12677,186,2,395.1,197.55,0,1,197.55,197.55,111,2,13,8.380952380952381,0.0178571428571428,297,4,At Risk
12678,7,9,16652.72,1850.3022222222223,1,0,2048.917142857143,1850.3022222222223,325,7,140,54.26066350710901,0.0276073619631901,332,1,Loyal
12681,10,23,16047.22,697.7052173913044,1,0,914.1314285714286,697.7052173913044,347,11,339,12.05470737913486,0.0660919540229885,357,1,Loyal
12682,2,22,11342.88,515.5854545454546,1,0,484.4357142857144,515.5854545454546,367,12,203,10.525150905432596,0.0597826086956521,370,1,Loyal
12683,87,6,3157.13,526.1883333333334,1,0,526.1883333333334,526.1883333333334,270,4,108,14.20979020979021,0.022140221402214,357,3,New Customers
12686,3,1,178.28,178.28,0,1,178.28,178.28,0,1,7,15.285714285714286,1.0,3,3,New Customers
12687,111,2,2138.91,1069.455,1,1,2138.91,2138.91,0,1,126,11.134920634920634,2.0,111,3,New Customers
12691,51,1,134.6,134.6,0,0,134.6,134.6,0,1,7,7.285714285714286,1.0,51,3,New Customers
12692,268,1,110.95,110.95,0,1,110.95,110.95,0,1,13,2.769230769230769,1.0,268,4,At Risk
12693,27,3,847.11,282.37,0,0,282.37,282.37,126,3,35,7.025,0.0236220472440944,153,3,New Customers
12694,52,1,973.68,973.68,0,0,973.68,973.68,0,1,46,18.39130434782609,1.0,52,3,New Customers
12695,159,3,825.02,275.00666666666666,0,0,275.00666666666666,275.00666666666666,137,3,28,7.3125,0.0217391304347826,296,4,At Risk
12696,65,2,851.91,425.955,0,1,425.955,425.955,74,2,43,11.510204081632653,0.0266666666666666,140,3,New Customers
12698,221,1,339.75,339.75,0,1,339.75,339.75,0,1,16,6.9375,1.0,221,4,At Risk
12699,48,1,638.11,638.11,0,1,638.11,638.11,0,1,41,9.097560975609756,1.0,48,3,New Customers
12701,160,4,1648.7,412.175,0,0,412.175,412.175,104,2,80,11.159574468085106,0.0380952380952381,264,4,At Risk
12703,264,3,722.98,240.9933333333333,0,0,240.9933333333333,240.9933333333333,51,2,44,8.132075471698114,0.0576923076923076,315,4,At Risk
12705,14,5,4893.81,978.762,1,0,1223.4525,1223.4525,150,4,196,12.041509433962265,0.0331125827814569,165,3,New Customers
12708,35,8,2404.75,300.59375,1,0,314.1828571428572,300.59375,317,7,79,8.093525179856115,0.0251572327044025,352,3,New Customers
12709,17,19,20834.12,1096.5326315789473,1,0,1126.567142857143,1488.1514285714286,343,10,152,34.76491228070176,0.0552325581395348,361,1,Loyal
12711,242,2,1339.05,669.525,0,1,669.5250000000001,669.5250000000001,65,2,56,12.833333333333334,0.0303030303030303,307,4,At Risk
12712,2,9,2677.96,297.55111111111114,1,0,302.2257142857143,297.55111111111114,359,8,95,8.957446808510639,0.025,361,3,New Customers
