ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2009-12-19,21254.943019040136,-19677.21030586462,9197.762145211442,21254.943019040136,21254.943019040136,-1.2777429432684377,-1.2777429432684377,-1.2777429432684377,-0.978550389435012,-0.978550389435012,-0.978550389435012,-0.29919255383342563,-0.29919255383342563,-0.29919255383342563,0.0,0.0,0.0,-5903.410433111141
2009-12-20,21263.784728034323,-6846.675544312095,20824.81098428177,21263.784728034323,21263.784728034323,-0.6600217925895427,-0.6600217925895427,-0.6600217925895427,-0.2598611598949805,-0.2598611598949805,-0.2598611598949805,-0.40016063269456226,-0.40016063269456226,-0.40016063269456226,0.0,0.0,0.0,7229.223414598967
2009-12-21,21272.626437028506,-1131.277399791173,27270.581110469793,21272.626437028506,21272.626437028506,-0.37941389502419526,-0.37941389502419526,-0.37941389502419526,0.11358457262929822,0.11358457262929822,0.11358457262929822,-0.4929984676534935,-0.4929984676534935,-0.4929984676534935,0.0,0.0,0.0,13201.496383160853
2009-12-22,21281.468146022693,1475.8088098147305,30369.342659455993,21281.468146022693,21281.468146022693,-0.23456801173215425,-0.23456801173215425,-0.23456801173215425,0.34179189745302985,0.34179189745302985,0.34179189745302985,-0.5763599091851841,-0.5763599091851841,-0.5763599091851841,0.0,0.0,0.0,16289.516476268975
2009-12-23,21290.30985501688,-2857.0149850465687,26454.308004557253,21290.30985501688,21290.30985501688,-0.4342418398828898,-0.4342418398828898,-0.4342418398828898,0.21484176143403122,0.21484176143403122,0.21484176143403122,-0.649083601316921,-0.649083601316921,-0.649083601316921,0.0,0.0,0.0,12045.16653189753
2009-12-24,21299.151564011063,3806.7708350646067,31345.52868568203,21299.151564011063,21299.151564011063,-0.18297324388803163,-0.18297324388803163,-0.18297324388803163,0.5272453149989921,0.5272453149989921,0.5272453149989921,-0.7102185588870237,-0.7102185588870237,-0.7102185588870237,0.0,0.0,0.0,17401.976710281117
2009-12-25,21307.993275032473,-8302.281168727846,20200.82836858973,21307.993275032473,21307.993275032473,-0.7180969621584267,-0.7180969621584267,-0.7180969621584267,0.040948002814788,0.040948002814788,0.040948002814788,-0.7590449649732147,-0.7590449649732147,-0.7590449649732147,0.0,0.0,0.0,6006.78803453947
2009-12-26,21316.83498605388,-31016.379212409374,-2701.811735216113,21316.83498605388,21316.83498605388,-1.7736400471591356,-1.7736400471591356,-1.7736400471591356,-0.9785503894348277,-0.9785503894348277,-0.9785503894348277,-0.7950896577243078,-0.7950896577243078,-0.7950896577243078,0.0,0.0,0.0,-16491.557223894237
2009-12-27,21325.67669707529,-16315.73734733054,12487.900401259183,21325.67669707529,21325.67669707529,-1.0779970681886928,-1.0779970681886928,-1.0779970681886928,-0.2598611598960643,-0.2598611598960643,-0.2598611598960643,-0.8181359082926285,-0.8181359082926285,-0.8181359082926285,0.0,0.0,0.0,-1663.3402595117982
2009-12-28,21334.5184080967,-8107.65533072767,20346.62731261041,21334.5184080967,21334.5184080967,-0.7146426623170368,-0.7146426623170368,-0.7146426623170368,0.11358457262921118,0.11358457262921118,0.11358457262921118,-0.8282272349462481,-0.8282272349462481,-0.8282272349462481,0.0,0.0,0.0,6087.961373682646
2009-12-29,21343.360119118108,-2665.6805431387356,25255.257044236005,21343.360119118108,21343.360119118108,-0.4838732515078468,-0.4838732515078468,-0.4838732515078468,0.3417918974526805,0.3417918974526805,0.3417918974526805,-0.8256651489605273,-0.8256651489605273,-0.8256651489605273,0.0,0.0,0.0,11015.879060177525
2009-12-30,21352.20183013952,-5098.7003206173995,22660.387570321403,21352.20183013952,21352.20183013952,-0.5961591201272662,-0.5961591201272662,-0.5961591201272662,0.21484176143337402,0.21484176143337402,0.21484176143337402,-0.8110008815606403,-0.8110008815606403,-0.8110008815606403,0.0,0.0,0.0,8622.891974303739
2009-12-31,21361.04354116093,1339.3080097537534,30496.39604090332,21361.04354116093,21361.04354116093,-0.2577759789252536,-0.2577759789252536,-0.2577759789252536,0.5272453150000082,0.5272453150000082,0.5272453150000082,-0.7850212939252618,-0.7850212939252618,-0.7850212939252618,0.0,0.0,0.0,15854.679631473204
2010-01-01,21369.88525218234,-8427.987523883861,19672.344400346996,21369.88525218234,21369.88525218234,-0.7077813171826535,-0.7077813171826535,-0.7077813171826535,0.04094800281736899,0.04094800281736899,0.04094800281736899,-0.7487293200000225,-0.7487293200000225,-0.7487293200000225,0.0,0.0,0.0,6244.679720350562
2010-01-02,21378.726963203746,-28959.12357210315,-836.0400776823358,21378.726963203746,21378.726963203746,-1.6818698201071813,-1.6818698201071813,-1.6818698201071813,-0.9785503894351683,-0.9785503894351683,-0.9785503894351683,-0.7033194306720132,-0.7033194306720132,-0.7033194306720132,0.0,0.0,0.0,-14577.508708520285
2010-01-03,21387.568674225156,-12406.69135997259,15762.04154024713,21387.568674225156,21387.568674225156,-0.9100098939081582,-0.9100098939081582,-0.9100098939081582,-0.259861159897148,-0.259861159897148,-0.259861159897148,-0.6501487340110104,-0.6501487340110104,-0.6501487340110104,0.0,0.0,0.0,1924.6695740400735
2010-01-04,21396.410385246563,-3942.3196752143067,24468.166575538864,21396.410385246563,21396.410385246563,-0.4771198638028413,-0.4771198638028413,-0.4771198638028413,0.11358457262953545,0.11358457262953545,0.11358457262953545,-0.5907044364323768,-0.5907044364323768,-0.5907044364323768,0.0,0.0,0.0,11187.757976368024
2010-01-05,21405.252096267974,3486.7699566536744,32213.906963713773,21405.252096267974,21405.252096267974,-0.1847765833841014,-0.1847765833841014,-0.1847765833841014,0.3417918974532096,0.3417918974532096,0.3417918974532096,-0.526568480837311,-0.526568480837311,-0.526568480837311,0.0,0.0,0.0,17450.062747444204
2010-01-06,21414.09380728938,2604.7251500094408,30533.74889885051,21414.09380728938,21414.09380728938,-0.24453848617551494,-0.24453848617551494,-0.24453848617551494,0.21484176143320682,0.21484176143320682,0.21484176143320682,-0.45938024760872176,-0.45938024760872176,-0.45938024760872176,0.0,0.0,0.0,16177.523724834367
2010-01-07,21422.93551831079,9982.458892286551,38075.45906109468,21422.93551831079,21422.93551831079,0.13644706404947127,0.13644706404947127,0.13644706404947127,0.527245314999691,0.527245314999691,0.527245314999691,-0.39079825095021964,-0.39079825095021964,-0.39079825095021964,0.0,0.0,0.0,24346.032173105436
2010-01-08,21431.777229332198,1850.1591627517078,29885.4914369491,21431.777229332198,21431.777229332198,-0.2815137823972199,-0.2815137823972199,-0.2815137823972199,0.04094800281582142,0.04094800281582142,0.04094800281582142,-0.32246178521304136,-0.32246178521304136,-0.32246178521304136,0.0,0.0,0.0,15398.436558008281
2010-01-09,21440.61894035361,-18609.636004563763,10167.113527911555,21440.61894035361,21440.61894035361,-1.234503862454526,-1.234503862454526,-1.234503862454526,-0.9785503894355085,-0.9785503894355085,-0.9785503894355085,-0.2559534730190173,-0.2559534730190173,-0.2559534730190173,0.0,0.0,0.0,-5027.907954928586
2010-01-10,21449.460651375015,-2213.2992270698805,26200.783660999576,21449.460651375015,21449.460651375015,-0.45262479915540177,-0.45262479915540177,-0.45262479915540177,-0.25986115989648095,-0.25986115989648095,-0.25986115989648095,-0.19276363925892076,-0.19276363925892076,-0.19276363925892076,0.0,0.0,0.0,11740.902832054706
2010-01-11,21458.302362396425,5361.478065641093,34603.49046227008,21458.302362396425,21458.302362396425,-0.020672810602980235,-0.020672810602980235,-0.020672810602980235,0.11358457262881322,0.11358457262881322,0.11358457262881322,-0.13425738323179345,-0.13425738323179345,-0.13425738323179345,0.0,0.0,0.0,21014.69894179712
2010-01-12,21467.144073417836,12931.730571696782,42307.293616870294,21467.144073417836,21467.144073417836,0.2601467507284607,0.2601467507284607,0.2601467507284607,0.34179189745239325,0.34179189745239325,0.34179189745239325,-0.08164514672393253,-0.08164514672393253,-0.08164514672393253,0.0,0.0,0.0,27051.751851537218
2010-01-13,21475.985784439243,11787.491069408265,39889.98766153662,21475.985784439243,21475.985784439243,0.1788842806802095,0.1788842806802095,0.1788842806802095,0.2148417614337208,0.2148417614337208,0.2148417614337208,-0.035957480753511295,-0.035957480753511295,-0.035957480753511295,0.0,0.0,0.0,25317.702053387064
2010-01-14,21484.827495460653,18625.90040507198,47047.853672128585,21484.827495460653,21484.827495460653,0.5292207143408432,0.5292207143408432,0.5292207143408432,0.5272453149993737,0.5272453149993737,0.5272453149993737,0.001975399341469536,0.001975399341469536,0.001975399341469536,0.0,0.0,0.0,32855.043250098126
2010-01-15,21493.669206482064,8622.709883426756,37660.75306890955,21493.669206482064,21493.669206482064,0.0724868115786613,0.0724868115786613,0.0724868115786613,0.04094800281532296,0.04094800281532296,0.04094800281532296,0.03153880876333834,0.03153880876333834,0.03153880876333834,0.0,0.0,0.0,23051.6767563864
2010-01-16,21502.510918062715,-12215.991479109904,15731.271384499118,21502.510918062715,21502.510918062715,-0.9262071737036279,-0.9262071737036279,-0.9262071737036279,-0.9785503894351907,-0.9785503894351907,-0.9785503894351907,0.05234321573156275,0.05234321573156275,0.05234321573156275,0.0,0.0,0.0,1586.7310531124458
2010-01-17,21511.352629643367,3364.425778074555,32057.030325143176,21511.352629643367,21511.352629643367,-0.19563304362810713,-0.19563304362810713,-0.19563304362810713,-0.25986115989770175,-0.25986115989770175,-0.25986115989770175,0.06422811626959463,0.06422811626959463,0.06422811626959463,0.0,0.0,0.0,17303.02124214875
2010-01-18,21520.194341224018,11051.449704572453,39141.819030091734,21520.194341224018,21520.194341224018,0.1808447093013435,0.1808447093013435,0.1808447093013435,0.11358457262913751,0.11358457262913751,0.11358457262913751,0.06726013667220598,0.06726013667220598,0.06726013667220598,0.0,0.0,0.0,25412.007630971093
2010-01-19,21529.03605280467,15267.944271581915,45023.81865247438,21529.03605280467,21529.03605280467,0.40351738676011983,0.40351738676011983,0.40351738676011983,0.34179189745292227,0.34179189745292227,0.34179189745292227,0.06172548930719754,0.06172548930719754,0.06172548930719754,0.0,0.0,0.0,30216.376420296816
2010-01-20,21537.87776438532,13803.551980428414,41839.121589771814,21537.87776438532,21537.87776438532,0.26295881468418164,0.26295881468418164,0.26295881468418164,0.21484176143472494,0.21484176143472494,0.21484176143472494,0.04811705324945667,0.04811705324945667,0.04811705324945667,0.0,0.0,0.0,27201.452572120877
2010-01-21,21546.719475965972,19193.145430372588,47225.96342403868,21546.719475965972,21546.719475965972,0.5543618037544581,0.5543618037544581,0.5543618037544581,0.5272453149990565,0.5272453149990565,0.5272453149990565,0.02711648875540168,0.02711648875540168,0.02711648875540168,0.0,0.0,0.0,33491.397749653785
2010-01-22,21555.561187546624,8922.152021102971,36815.77432967654,21555.561187546624,21555.561187546624,0.04051992293003638,0.04051992293003638,0.04051992293003638,0.04094800281580557,0.04094800281580557,0.04094800281580557,-0.000428079885769192,-0.000428079885769192,-0.000428079885769192,0.0,0.0,0.0,22428.990865579697
2010-01-23,21564.402899127275,-14036.031607044033,13659.105617723324,21564.402899127275,21564.402899127275,-1.012078557794361,-1.012078557794361,-1.012078557794361,-0.9785503894356647,-0.9785503894356647,-0.9785503894356647,-0.033528168358696236,-0.033528168358696236,-0.033528168358696236,0.0,0.0,0.0,-260.46688671799376
2010-01-24,21573.244610707927,324.95808755401987,27826.188643289952,21573.244610707927,21573.244610707927,-0.3309452462521624,-0.3309452462521624,-0.3309452462521624,-0.25986115989689784,-0.25986115989689784,-0.25986115989689784,-0.07108408635526453,-0.07108408635526453,-0.07108408635526453,0.0,0.0,0.0,14433.681860559058
2010-01-25,21582.08632228858,8047.113226953093,35736.75770101138,21582.08632228858,21582.08632228858,0.001668239357086071,0.001668239357086071,0.001668239357086071,0.11358457262946173,0.11358457262946173,0.11358457262946173,-0.11191633327237567,-0.11191633327237567,-0.11191633327237567,0.0,0.0,0.0,21618.09040809945
2010-01-26,21590.92803386923,10681.2882022014,39803.31070863876,21590.92803386923,21590.92803386923,0.1869935194568462,0.1869935194568462,0.1869935194568462,0.34179189745257305,0.34179189745257305,0.34179189745257305,-0.15479837799572685,-0.15479837799572685,-0.15479837799572685,0.0,0.0,0.0,25628.29165526192
2010-01-27,21599.76974544988,8402.123178186941,36387.87605333626,21599.76974544988,21599.76974544988,0.016351821965722282,0.016351821965722282,0.016351821965722282,0.2148417614333864,0.2148417614333864,0.2148417614333864,-0.19848993946766413,-0.19848993946766413,-0.19848993946766413,0.0,0.0,0.0,21952.965334828074
2010-01-28,21608.611457030533,13351.334393248737,42161.06769672182,21608.611457030533,21608.611457030533,0.28547543199252656,0.28547543199252656,0.28547543199252656,0.5272453150000727,0.5272453150000727,0.5272453150000727,-0.2417698830075461,-0.2417698830075461,-0.2417698830075461,0.0,0.0,0.0,27777.33914748498
2010-01-29,21617.453168611184,2364.9178875295665,29724.348542934207,21617.453168611184,21617.453168611184,-0.24251986667010422,-0.24251986667010422,-0.24251986667010422,0.04094800281530714,0.04094800281530714,0.04094800281530714,-0.28346786948541136,-0.28346786948541136,-0.28346786948541136,0.0,0.0,0.0,16374.791308412376
2010-01-30,21626.294880191836,-19429.70266057014,7322.423525081324,21626.294880191836,21626.294880191836,-1.301044329075084,-1.301044329075084,-1.301044329075084,-0.9785503894348222,-0.9785503894348222,-0.9785503894348222,-0.3224939396402618,-0.3224939396402618,-0.3224939396402618,0.0,0.0,0.0,-6510.473432587274
2010-01-31,21635.136591772487,-5916.834588697232,22646.88682095485,21635.136591772487,21635.136591772487,-0.6177264425444391,-0.6177264425444391,-0.6177264425444391,-0.25986115989636793,-0.25986115989636793,-0.25986115989636793,-0.35786528264807116,-0.35786528264807116,-0.35786528264807116,0.0,0.0,0.0,8270.540630973848
2010-02-01,21643.97830335314,1317.2629667637718,29397.512196424443,21643.97830335314,21643.97830335314,-0.2751449518472608,-0.2751449518472608,-0.2751449518472608,0.11358457262978605,0.11358457262978605,0.11358457262978605,-0.38872952447704684,-0.38872952447704684,-0.38872952447704684,0.0,0.0,0.0,15688.74693529388
2010-02-02,21652.82001493379,6172.880008211439,35662.627477457885,21652.82001493379,21652.82001493379,-0.07259207762229163,-0.07259207762229163,-0.07259207762229163,0.3417918974535132,0.3417918974535132,0.3417918974535132,-0.4143839750758048,-0.4143839750758048,-0.4143839750758048,0.0,0.0,0.0,20080.996823668207
2010-02-03,21661.66172651444,2455.8721935072754,30863.793928795534,21661.66172651444,21661.66172651444,-0.21944862958854816,-0.21944862958854816,-0.21944862958854816,0.21484176143390044,0.21484176143390044,0.21484176143390044,-0.4342903910224486,-0.4342903910224486,-0.4342903910224486,0.0,0.0,0.0,16908.039746020142
2010-02-04,21670.503438095093,10094.2944423845,37146.0881418941,21670.503438095093,21670.503438095093,0.07916037642283849,0.07916037642283849,0.07916037642283849,0.5272453149985231,0.5272453149985231,0.5272453149985231,-0.44808493857568465,-0.44808493857568465,-0.44808493857568465,0.0,0.0,0.0,23385.94864752712
2010-02-05,21679.345149675744,-3376.8764596026867,26504.981578528485,21679.345149675744,21679.345149675744,-0.4146351746473875,-0.4146351746473875,-0.4146351746473875,0.04094800281480872,0.04094800281480872,0.04094800281480872,-0.45558317746219623,-0.45558317746219623,-0.45558317746219623,0.0,0.0,0.0,12690.326087298949
2010-02-06,21688.186861256396,-22410.760922179383,5260.81857108035,21688.186861256396,21688.186861256396,-1.4353304138627767,-1.4353304138627767,-1.4353304138627767,-0.9785503894358208,-0.9785503894358208,-0.9785503894358208,-0.4567800244269561,-0.4567800244269561,-0.4567800244269561,0.0,0.0,0.0,-9441.527362243984
2010-02-07,21697.028572837044,-8484.698005614964,20370.62402194934,21697.028572837044,21697.028572837044,-0.7117059535888275,-0.7117059535888275,-0.7117059535888275,-0.2598611598975887,-0.2598611598975887,-0.2598611598975887,-0.45184479369123876,-0.45184479369123876,-0.45184479369123876,0.0,0.0,0.0,6255.124162362019
2010-02-08,21705.87028096712,-554.648229822505,27701.56014791992,21705.87028096712,21705.87028096712,-0.3275269725684947,-0.3275269725684947,-0.3275269725684947,0.11358457262906393,0.11358457262906393,0.11358457262906393,-0.44111154519755863,-0.44111154519755863,-0.44111154519755863,0.0,0.0,0.0,14596.612300877498
2010-02-09,21714.711989097195,6097.4403661632705,33032.93016824237,21714.711989097195,21714.711989097195,-0.08327319976503687,-0.08327319976503687,-0.08327319976503687,0.3417918974531639,0.3417918974531639,0.3417918974531639,-0.4250650972182008,-0.4250650972182008,-0.4250650972182008,0.0,0.0,0.0,19906.458439788865
2010-02-10,21723.553697227275,3102.96119622523,31282.234509668753,21723.553697227275,21723.553697227275,-0.1894814127112432,-0.1894814127112432,-0.1894814127112432,0.21484176143324313,0.21484176143324313,0.21484176143324313,-0.4043231741444863,-0.4043231741444863,-0.4043231741444863,0.0,0.0,0.0,17607.3440535681
2010-02-11,21732.39540535735,10130.414644813434,39848.47692927953,21732.39540535735,21732.39540535735,0.14763005498251938,0.14763005498251938,0.14763005498251938,0.5272453149994382,0.5272453149994382,0.5272453149994382,-0.37961526001691875,-0.37961526001691875,-0.37961526001691875,0.0,0.0,0.0,24940.750133952108
2010-02-12,21741.237113487427,683.8099082238173,28933.85015193123,21741.237113487427,21741.237113487427,-0.31081080814823925,-0.31081080814823925,-0.31081080814823925,0.04094800281431031,0.04094800281431031,0.04094800281431031,-0.3517588109625496,-0.3517588109625496,-0.3517588109625496,0.0,0.0,0.0,14983.825636101907
2010-02-13,21750.078821617502,-21686.591710202385,7397.5912517141505,21750.078821617502,21750.078821617502,-1.3001839324925646,-1.3001839324925646,-1.3001839324925646,-0.9785503894349782,-0.9785503894349782,-0.9785503894349782,-0.3216335430575862,-0.3216335430575862,-0.3216335430575862,0.0,0.0,0.0,-6529.024192696387
2010-02-14,21758.92052974758,-4570.977433834201,23524.916819446276,21758.92052974758,21758.92052974758,-0.5500157145656033,-0.5500157145656033,-0.5500157145656033,-0.25986115989692166,-0.25986115989692166,-0.25986115989692166,-0.29015455466868156,-0.29015455466868156,-0.29015455466868156,0.0,0.0,0.0,9791.17230640229
2010-02-15,21767.762237877654,3090.686305010929,33261.65565402032,21767.762237877654,21767.762237877654,-0.14466049043495005,-0.14466049043495005,-0.14466049043495005,0.11358457262979949,0.11358457262979949,0.11358457262979949,-0.25824506306474954,-0.25824506306474954,-0.25824506306474954,0.0,0.0,0.0,18618.827076874888
2010-02-16,21776.603946007734,10779.045036989668,37633.94855401908,21776.603946007734,21776.603946007734,0.1149823637526892,0.1149823637526892,0.1149823637526892,0.34179189745234756,0.34179189745234756,0.34179189745234756,-0.22680953369965834,-0.22680953369965834,-0.22680953369965834,0.0,0.0,0.0,24280.529342225844
2010-02-17,21785.44565413781,8436.492635174589,36347.34401869028,21785.44565413781,21785.44565413781,0.01813380411949595,0.01813380411949595,0.01813380411949595,0.21484176143492842,0.21484176143492842,0.21484176143492842,-0.19670795731543247,-0.19670795731543247,-0.19670795731543247,0.0,0.0,0.0,22180.498658285873
2010-02-18,21794.287362267885,14506.154751519394,43135.3287325128,21794.287362267885,21794.287362267885,0.3585133292023438,0.3585133292023438,0.3585133292023438,0.5272453150004542,0.5272453150004542,0.5272453150004542,-0.1687319857981104,-0.1687319857981104,-0.1687319857981104,0.0,0.0,0.0,29607.829882107115
2010-02-19,21803.12907039796,5052.622162376475,34128.34306828223,21803.12907039796,21803.12907039796,-0.10263557119319312,-0.10263557119319312,-0.10263557119319312,0.04094800281479287,0.04094800281479287,0.04094800281479287,-0.143583574007986,-0.143583574007986,-0.143583574007986,0.0,0.0,0.0,19565.352464458752
2010-02-20,21811.97077852804,-16498.716869421587,11841.195371802842,21811.97077852804,21811.97077852804,-1.1004070830532184,-1.1004070830532184,-1.1004070830532184,-0.9785503894353187,-0.9785503894353187,-0.9785503894353187,-0.12185669361789989,-0.12185669361789989,-0.12185669361789989,0.0,0.0,0.0,-2190.0763615140386
2010-02-21,21820.812486658117,-1026.4181612830987,28038.28816997389,21820.812486658117,21820.812486658117,-0.3638837487075144,-0.3638837487075144,-0.3638837487075144,-0.2598611598963918,-0.2598611598963918,-0.2598611598963918,-0.10402258881112258,-0.10402258881112258,-0.10402258881112258,0.0,0.0,0.0,13880.573439169222
2010-02-22,21829.654194788192,8706.183277810775,35512.81966074883,21829.654194788192,21829.654194788192,0.023165637226620295,0.023165637226620295,0.023165637226620295,0.11358457262971244,0.11358457262971244,0.11358457262971244,-0.09041893540309215,-0.09041893540309215,-0.09041893540309215,0.0,0.0,0.0,22335.352044647225
2010-02-23,21838.49590291827,13281.896937583571,42280.63181022187,21838.49590291827,21838.49590291827,0.260548749689104,0.260548749689104,0.260548749689104,0.34179189745240945,0.34179189745240945,0.34179189745240945,-0.0812431477633054,-0.0812431477633054,-0.0812431477633054,0.0,0.0,0.0,27528.488705514246
2010-02-24,21847.33761104834,10731.50309881714,38765.04691906462,21847.33761104834,21847.33761104834,0.1382918061780023,0.1382918061780023,0.1382918061780023,0.21484176143359002,0.21484176143359002,0.21484176143359002,-0.07654995525558772,-0.07654995525558772,-0.07654995525558772,0.0,0.0,0.0,24868.645389460817
2010-02-25,21856.17931917842,17670.366157629564,46068.080774487615,21856.17931917842,21856.17931917842,0.45099206966926975,0.45099206966926975,0.45099206966926975,0.527245315000137,0.527245315000137,0.527245315000137,-0.07625324533086725,-0.07625324533086725,-0.07625324533086725,0.0,0.0,0.0,31713.142865397385
2010-02-26,21865.021027308496,6887.260560965746,34573.28710422884,21865.021027308496,21865.021027308496,-0.039184044661278145,-0.039184044661278145,-0.039184044661278145,0.04094800281534364,0.04094800281534364,0.04094800281534364,-0.08013204747662178,-0.08013204747662178,-0.08013204747662178,0.0,0.0,0.0,21008.261066854655
2010-02-27,21873.86273543857,-15862.902392956687,13436.875238883153,21873.86273543857,21873.86273543857,-1.066390803869175,-1.066390803869175,-1.066390803869175,-0.9785503894356589,-0.9785503894356589,-0.9785503894356589,-0.08784041443351606,-0.08784041443351606,-0.08784041443351606,0.0,0.0,0.0,-1452.223330729757
2010-02-28,21882.704443568648,-1313.4113915237829,28503.635567702957,21882.704443568648,21882.704443568648,-0.35878200764988316,-0.35878200764988316,-0.35878200764988316,-0.25986115989558783,-0.25986115989558783,-0.25986115989558783,-0.09892084775429534,-0.09892084775429534,-0.09892084775429534,0.0,0.0,0.0,14031.58381049607
